data_id,country,event_type,sub_event_type,fatalities,notes
8012744,Mali,Battles,Armed clash,1,"['around', 'french', 'force', 'killed', 'one', 'suspected', 'jnim', 'militant', 'seized', 'motorbike', 'communication', 'equipment', 'area', 'boulikessi', 'douentza', 'mopti']"
8012745,Burkina Faso,Battles,Armed clash,3,"['suspected', 'isgs', 'militant', 'intercepted', 'group', 'woman', 'transporting', 'supply', 'cart', 'bangmiougou', 'barsalogho', 'sanmatenga', 'volunteer', 'fighter', 'vdp', 'reportedly', 'intervened', 'killed', 'three', 'militant']"
8012746,Mali,Battles,Armed clash,1,"['unknown', 'gunman', 'attacked', 'gendarmerie', 'checkpoint', 'goundam', 'goundam', 'tombouctou', 'one', 'gendarme', 'killed', 'two', 'others', 'severely', 'wounded']"
8012747,Central African Republic,Battles,Government regains territory,44,"['around', 'reported', 'faca', 'force', 'russian', 'mercenary', 'rwandan', 'military', 'special', 'force', 'clashed', 'cpc', 'rebel', 'boyali', 'locality', 'bossembele', 'following', 'offensive', 'state', 'force', 'according', 'government', 'source', 'fighter', 'cpc', 'killed', 'others', 'captured', 'report', 'indicated', 'cpc', 'fighter', 'fact', 'war', 'prisoner', 'executed']"
8012753,Burkina Faso,Battles,Armed clash,0,"['three', 'unknown', 'gunman', 'exchanged', 'gunfire', 'dozo', 'militiaman', 'local', 'population', 'village', 'lena', 'lena', 'houet', 'dozos', 'villager', 'captured', 'one', 'gunman', 'although', 'two', 'associate', 'escaped', 'firing', 'warning', 'shot']"
7585539,Sudan,Battles,Armed clash,0,"['around', 'saf', 'soldier', 'clashed', 'amhara', 'militia', 'sundus', 'area', 'eastern', 'el', 'galabat', 'locality', 'gedaref', 'state', 'casualty', 'fatality']"
7585812,Sudan,Battles,Armed clash,2,"['slm', 'nur', 'rebel', 'clashed', 'armed', 'pastoralists', 'deribat', 'sharg', 'jabel', 'marra', 'locality', 'south', 'darfur', 'state', 'three', 'rebel', 'killed', 'clash', 'another', 'kebe', 'fatality', 'distributed', 'across', 'two', 'event', 'specified', 'whether', 'casualty', 'fatality', 'side', 'pastoralist', 'militia', 'people', 'displaced', 'due', 'attack', 'area']"
7585813,Sudan,Battles,Armed clash,1,"['slm', 'nur', 'rebel', 'clashed', 'armed', 'pastoralists', 'kebe', 'sharg', 'jabel', 'marra', 'locality', 'south', 'darfur', 'state', 'three', 'rebel', 'killed', 'clash', 'another', 'deribat', 'fatality', 'distributed', 'across', 'two', 'event', 'specified', 'whether', 'casualty', 'fatality', 'side', 'pastoralist', 'militia', 'people', 'displaced', 'due', 'attack', 'area']"
7585577,Somalia,Battles,Armed clash,0,"['al', 'shabaab', 'militant', 'carried', 'hit', 'ran', 'attack', 'amisom', 'dndf', 'base', 'jalalaqsi', 'town', 'jalalaqsi', 'hiraan', 'fatality', 'injury', 'reported']"
7585342,Mali,Battles,Armed clash,1,"['unknown', 'gunman', 'aboard', 'vehicle', 'shot', 'killed', 'gatia', 'member', 'gao', 'gao', 'gao']"
7585615,Kenya,Battles,Armed clash,1,"['kenya', 'defense', 'force', 'special', 'operation', 'group', 'clashed', 'al', 'shabaab', 'militant', 'patrol', 'operation', 'ali', 'wol', 'dam', 'area', 'ashabito', 'banissa', 'town', 'banissa', 'mandera', 'one', 'militant', 'killed']"
7585371,Nigeria,Battles,Armed clash,2,"['unidentified', 'gunman', 'attacked', 'oton', 'community', 'sapele', 'lga', 'delta', 'repelled', 'nigerian', 'security', 'force', 'unidentified', 'gunman', 'killed', 'one', 'military', 'officer', 'one', 'police', 'officer']"
7585630,Nigeria,Battles,Armed clash,2,"['kaduna', 'communal', 'militia', 'attacked', 'kuregu', 'community', 'wusasa', 'area', 'zaria', 'sabon', 'gari', 'lga', 'kaduna', 'nigerian', 'military', 'troop', 'tried', 'repel', 'attack', 'overpowered', 'militiaman', 'abducted', 'six', 'resident', 'including', 'vigilante', 'leader', 'set', 'military', 'vehicle', 'alight', 'two', 'reported', 'fatality']"
7886238,Democratic Republic of Congo,Battles,Armed clash,0,"['ngumino', 'combatant', 'ambushed', 'robbed', 'person', 'including', 'fardc', 'soldier', 'incursion', 'ilundi', 'near', 'minembwe', 'centre', 'mwenga', 'sud', 'kivu']"
7585951,Somalia,Battles,Armed clash,0,"['al', 'shabaab', 'militant', 'carried', 'hit', 'run', 'attack', 'government', 'security', 'force', 'sna', 'checkpoint', 'janaale', 'village', 'marka', 'lower', 'shabelle', 'fatality', 'injury', 'reported']"
7585952,Somalia,Battles,Armed clash,0,"['al', 'shabaab', 'militant', 'attacked', 'amisom', 'undf', 'government', 'security', 'force', 'sna', 'base', 'k', 'village', 'marka', 'lower', 'shabelle', 'fatality', 'injury', 'reported']"
7585953,Somalia,Battles,Armed clash,0,"['al', 'shabaab', 'militant', 'attacked', 'government', 'police', 'force', 'checkpoint', 'mukaiga', 'village', 'afgooye', 'lower', 'shabelle', 'fatality', 'injury', 'reported']"
7886242,Democratic Republic of Congo,Battles,Armed clash,23,"['twiganeho', 'makanika', 'militiaman', 'clashed', 'hour', 'group', 'mayi', 'mayi', 'biloze', 'bishambuke', 'men', 'kwisumu', 'village', 'mwenga', 'sud', 'kivu', 'following', 'attack', 'biloze', 'bishambuke', 'overall', 'twiganeho', 'fighter', 'killed', 'rank', 'biloze', 'bishambuke', 'killed', 'wounded', 'clash', 'related', 'cycle', 'reprisal', 'land', 'ethnic', 'conflict', 'cattle', 'looting']"
7585961,Somalia,Battles,Armed clash,2,"['al', 'shabaab', 'militant', 'shot', 'killed', 'two', 'government', 'soldier', 'nisa', 'carwo', 'idko', 'village', 'neighborhood', 'mogadishu', 'wardhigley', 'district', 'wardhigley', 'banadir']"
7585962,Somalia,Battles,Armed clash,1,"['al', 'shabaab', 'militant', 'shot', 'killed', 'government', 'soldier', 'wahara', 'ade', 'village', 'neighborhood', 'mogadishu', 'heliwa', 'district', 'heliwa', 'banadir']"
7585969,Somalia,Battles,Armed clash,26,"['government', 'security', 'force', 'sna', 'backed', 'habar', 'gedir', 'clan', 'militia', 'attacked', 'al', 'shabaab', 'base', 'near', 'camaara', 'village', 'hobyo', 'mudug', 'least', 'people', 'killed', 'others', 'injured']"
7585978,Somalia,Battles,Armed clash,1,"['al', 'shabaab', 'militant', 'carried', 'hit', 'ran', 'attack', 'government', 'security', 'force', 'sna', 'base', 'bulo', 'burto', 'town', 'bulo', 'burto', 'hiraan', 'one', 'soldier', 'killed', 'one', 'injured']"
7799253,Somalia,Battles,Armed clash,1,"['jubaland', 'intelligent', 'security', 'agency', 'jisa', 'jubaland', 'security', 'force', 'statehouse', 'security', 'guard', 'clashed', 'golol', 'junction', 'checkpoint', 'kismayo', 'town', 'kismaayo', 'lower', 'juba', 'one', 'civilian', 'killed', 'clash']"
8012759,Cameroon,Battles,Armed clash,1,"['military', 'force', 'engaged', 'fire', 'fight', 'boko', 'haram', 'fighter', 'dzamadzaf', 'village', 'mayo', 'moskota', 'subdivision', 'mayo', 'sava', 'extreme', 'nord', 'one', 'soldier', 'killed']"
8012762,Mozambique,Battles,Armed clash,0,"['member', 'islamist', 'militia', 'clashed', 'military', 'joint', 'task', 'force', 'border', 'guard', 'olumbi', 'palma', 'cabo', 'delgado', 'joint', 'task', 'force', 'retreat', 'back', 'palma', 'fatality', 'injury', 'reported']"
8012763,Cameroon,Battles,Armed clash,1,"['around', 'military', 'force', 'repelled', 'boko', 'haram', 'attack', 'kassa', 'village', 'djerem', 'adamaoua', 'killing', 'one', 'assailant', 'one', 'civilian', 'also', 'injured']"
8012764,Mali,Battles,Armed clash,34,"['presumed', 'jnim', 'militant', 'attacked', 'malian', 'contingent', 'g', 'sahel', 'force', 'military', 'base', 'boulikessi', 'douentza', 'mopti', 'four', 'soldier', 'killed', 'wounded', 'french', 'military', 'aircraft', 'intervened', 'malian', 'army', 'said', 'militant', 'killed', 'counter', 'attack']"
8012765,Mali,Battles,Armed clash,2,"['presumed', 'jnim', 'militant', 'attacked', 'malian', 'national', 'guard', 'camp', 'mondoro', 'douentza', 'mopti', 'two', 'soldier', 'killed', 'wounded', 'militant', 'fatality', 'unknown', 'militant', 'seized', 'weapon', 'ammunition', 'gear']"
8012766,Central African Republic,Battles,Government regains territory,0,"['faca', 'force', 'russian', 'mercenary', 'rwandan', 'military', 'special', 'force', 'clashed', 'second', 'straight', 'day', 'cpc', 'rebel', 'danga', 'village', 'near', 'bouboua', 'village', 'boda', 'lobaye', 'following', 'offensive', 'regain', 'mining', 'area', 'state', 'force', 'drove', 'rebel', 'locality', 'fatality', 'injury', 'reported']"
8012767,Central African Republic,Battles,Government regains territory,0,"['faca', 'force', 'russian', 'mercenary', 'rwandan', 'military', 'special', 'force', 'clashed', 'second', 'straight', 'day', 'cpc', 'rebel', 'boda', 'boda', 'lobaye', 'following', 'offensive', 'regain', 'mining', 'locality', 'state', 'force', 'drove', 'rebel', 'locality', 'local', 'population', 'fled', 'area', 'fatality', 'injury', 'reported']"
8012802,Cameroon,Battles,Armed clash,0,"['military', 'force', 'engaged', 'fire', 'fight', 'ambazonian', 'separatist', 'bamali', 'town', 'balikumbat', 'subdivision', 'ngo', 'ketunjia', 'nord', 'ouest', 'fatality', 'casualty', 'reported']"
7585821,Somalia,Battles,Armed clash,1,"['al', 'shabaab', 'militant', 'shot', 'killed', 'municipal', 'police', 'officer', 'collecting', 'tax', 'revenue', 'danwadaagaha', 'village', 'mogadishu', 'wadajir', 'district', 'wadajir', 'banadir']"
7585830,Somalia,Battles,Armed clash,0,"['al', 'shabaab', 'militant', 'attacked', 'amisom', 'bndf', 'government', 'security', 'force', 'sna', 'forward', 'operation', 'base', 'raga', 'ceel', 'village', 'cadale', 'middle', 'shabelle', 'fatality', 'injury', 'reported']"
7585576,Nigeria,Battles,Armed clash,3,"['nigerian', 'military', 'troop', 'clashed', 'kaduna', 'communal', 'militia', 'chikwale', 'forest', 'chikun', 'lga', 'kaduna', 'killing', 'several', 'militiaman', 'unknown', 'fatality', 'coded']"
7585846,South Sudan,Battles,Armed clash,1,"['unknown', 'gunman', 'shot', 'killed', 'sspdf', 'soldier', 'near', 'army', 'base', 'bombel', 'area', 'twic', 'county', 'warrap', 'state', 'local', 'official', 'accused', 'bul', 'nuer', 'youth', 'involvement', 'though', 'disputed', 'official', 'mayom', 'county']"
7585903,Nigeria,Battles,Armed clash,2,"['emugi', 'kuchita', 'ethnic', 'militia', 'engaged', 'armed', 'clash', 'kuchita', 'lavun', 'lga', 'niger', 'land', 'fish', 'pond', 'dispute', 'two', 'reported', 'fatality']"
8000391,Somalia,Battles,Armed clash,1,"['al', 'shabaab', 'militant', 'shot', 'killed', 'government', 'soldier', 'sna', 'dhagaxtuur', 'school', 'neighborhood', 'mogadishu', 'hodan', 'district', 'hodan', 'banadir']"
7585936,Somalia,Battles,Armed clash,1,"['al', 'shabaab', 'militant', 'carried', 'hit', 'run', 'attack', 'government', 'security', 'force', 'sna', 'checkpoint', 'arabiiska', 'village', 'afgooye', 'lower', 'shabelle', 'one', 'soldier', 'reportedly', 'killed']"
7585938,Somalia,Battles,Armed clash,0,"['al', 'shabaab', 'militant', 'attacked', 'amisom', 'government', 'security', 'force', 'checkpoint', 'outskirt', 'qoryooley', 'town', 'qoryooley', 'lower', 'shabelle', 'fatality', 'injury', 'reported']"
7585946,Somalia,Battles,Armed clash,0,"['al', 'shabaab', 'militant', 'attacked', 'government', 'security', 'force', 'sna', 'defensive', 'base', 'barawe', 'airstrip', 'neighborhood', 'baraawe', 'town', 'baraawe', 'lower', 'shabelle', 'fatality', 'injury', 'reported']"
7886244,Democratic Republic of Congo,Battles,Armed clash,0,"['batiri', 'clan', 'militia', 'mpofi', 'village', 'set', 'fire', 'home', 'clash', 'banangiri', 'clan', 'militia', 'utunda', 'locality', 'walikale', 'nord', 'kivu', 'people', 'seriously', 'injured', 'others', 'went', 'missing', 'clash', 'linked', 'longstanding', 'land', 'dispute', 'clan']"
7886245,Democratic Republic of Congo,Battles,Government regains territory,5,"['fardc', 'clashed', 'mayi', 'mayi', 'fpp', 'kabido', 'armed', 'men', 'buleusa', 'village', 'lubero', 'nord', 'kivu', 'following', 'offensive', 'fardc', 'drive', 'rebel', 'mayi', 'mayi', 'killed', 'injured', 'fardc', 'soldier', 'also', 'killed', 'least', 'civilian', 'including', 'child', 'injured', 'mayi', 'mayi', 'finally', 'driven', 'village', 'looted', 'destroyed', 'fardc', 'camp']"
7585957,Somalia,Battles,Armed clash,0,"['al', 'shabaab', 'militant', 'attacked', 'government', 'security', 'force', 'sna', 'defensive', 'base', 'siinka', 'dheer', 'afgooye', 'lower', 'shabelle', 'fatality', 'injury', 'reported']"
7886249,Democratic Republic of Congo,Battles,Armed clash,0,"['twiganeho', 'militiaman', 'clashed', 'fardc', 'gongwa', 'village', 'mwenga', 'sud', 'kivu', 'attack', 'twiganeho', 'fardc', 'drove', 'attacker', 'fatality', 'injury', 'reported']"
7585965,Somalia,Battles,Armed clash,1,"['suspected', 'al', 'shabaab', 'militant', 'shot', 'killed', 'marine', 'unit', 'officer', 'police', 'sanca', 'village', 'mogadishu', 'karan', 'district', 'karan', 'banadir']"
7585971,Somalia,Battles,Armed clash,0,"['al', 'shabaab', 'militant', 'attacked', 'amisom', 'undf', 'defensive', 'base', 'arbacow', 'village', 'near', 'ceelasha', 'biyaha', 'village', 'afgooye', 'lower', 'shabelle', 'fatality', 'injury', 'reported']"
8012780,Cameroon,Battles,Armed clash,4,"['military', 'force', 'engaged', 'fire', 'fight', 'ambazonian', 'separatist', 'mulang', 'meta', 'neighborhood', 'bamenda', 'town', 'bamenda', 'subdivision', 'mezam', 'nord', 'ouest', 'four', 'civilian', 'killed', 'reportedly', 'military', 'force']"
8012787,Burkina Faso,Battles,Armed clash,1,"['suspected', 'isgs', 'militant', 'reportedly', 'killed', 'one', 'volunteer', 'fighter', 'vdp', 'kogoyende', 'barsalogho', 'sanmatenga']"
8012788,Mali,Battles,Armed clash,0,"['several', 'isgs', 'fighter', 'reportedly', 'wounded', 'military', 'operation', 'french', 'malian', 'force', 'area', 'tin', 'azir', 'ansongo', 'gao']"
8012791,Central African Republic,Battles,Armed clash,0,"['faca', 'force', 'russian', 'mercenary', 'rwandan', 'military', 'special', 'force', 'clashed', 'cpc', 'rebel', 'boda', 'locality', 'boda', 'lobaye', 'following', 'offensive', 'state', 'force', 'regain', 'mining', 'area', 'fatality', 'injury', 'reported']"
8012797,Cameroon,Battles,Armed clash,3,"['military', 'force', 'engaged', 'fire', 'fight', 'ambazonian', 'separatist', 'bafut', 'town', 'bamenda', 'subdivision', 'mezam', 'nord', 'ouest', 'resulting', 'people', 'getting', 'killed']"
7575043,Somalia,Battles,Armed clash,0,"['al', 'shabaab', 'attacked', 'government', 'security', 'force', 'sna', 'defensive', 'base', 'lafoole', 'village', 'afgooye', 'lower', 'shabelle']"
8012805,Mozambique,Battles,Armed clash,7,"['member', 'islamist', 'militia', 'attacked', 'mozambican', 'frontier', 'guard', 'mandimba', 'nangade', 'cabo', 'delgado', 'people', 'killed']"
8012811,Central African Republic,Battles,Armed clash,0,"['militiaman', 'cpc', 'coalition', 'armed', 'group', 'shot', 'convoy', 'around', 'vehicle', 'escorted', 'minusca', 'force', 'traveling', 'km', 'south', 'grimari', 'town', 'near', 'kombele', 'village', 'grimari', 'ouaka', 'vehicle', 'hit', 'bullet', 'convoy', 'managed', 'continue', 'fatality', 'injury', 'reported']"
8012812,Burkina Faso,Battles,Armed clash,1,"['presumed', 'isgs', 'jnim', 'militant', 'volunteer', 'fighter', 'clashed', 'korko', 'barsalogho', 'sanmatenga', 'one', 'vdp', 'killed']"
8012814,Cameroon,Battles,Armed clash,0,"['military', 'force', 'engaged', 'fire', 'fight', 'suspected', 'ambazonian', 'separatist', 'bambui', 'village', 'tubah', 'subdivision', 'mezam', 'nord', 'ouest', 'fatality', 'casualty', 'reported']"
7575055,Somalia,Battles,Armed clash,0,"['police', 'force', 'swspf', 'conducted', 'operation', 'clashed', 'al', 'shabaab', 'militant', 'uffurow', 'village', 'qansax', 'dheere', 'bay']"
8012820,Burkina Faso,Battles,Armed clash,0,"['burkinabe', 'force', 'presumed', 'jnim', 'militant', 'clashed', 'mansila', 'tiabongou', 'mansila', 'yagha', 'casualty', 'unknown']"
8012826,Cameroon,Battles,Armed clash,0,"['military', 'force', 'repelled', 'attack', 'boko', 'haram', 'waraga', 'village', 'amchide', 'subdivision', 'mayo', 'sava', 'extreme', 'nord', 'fatality', 'casualty', 'reported']"
7585366,Nigeria,Battles,Armed clash,1,"['indigenous', 'people', 'biafra', 'ipob', 'security', 'outfit', 'eastern', 'security', 'network', 'esn', 'clashed', 'nigerian', 'military', 'troop', 'okporo', 'orlu', 'lga', 'imo', 'ipob', 'source', 'report', 'five', 'civilian', 'killed', 'community', 'government', 'source', 'report', 'one', 'person', 'killed', 'property', 'damage', 'also', 'reported', 'attack', 'related', 'government', 'directive', 'dismantle', 'formation', 'esn', 'area']"
7780965,Nigeria,Battles,Armed clash,1,"['iswap', 'militant', 'clashed', 'nigerian', 'police', 'following', 'attack', 'tunkushe', 'konduga', 'lga', 'borno', 'killing', 'one', 'policeman', 'iswap', 'source', 'claim', 'seven', 'soldier', 'killed']"
7781777,Nigeria,Battles,Armed clash,3,"['iswap', 'clashed', 'nigerian', 'troop', 'mafa', 'lga', 'borno', 'allegedly', 'killing', 'wounding', 'number', 'soldier', 'unknown', 'fatality', 'coded']"
7574943,Somalia,Battles,Armed clash,6,"['al', 'shabaab', 'militant', 'ambushed', 'jubaland', 'security', 'force', 'convoy', 'passing', 'yaaq', 'biimo', 'village', 'abdale', 'birole', 'village', 'kismaayo', 'lower', 'juba', 'two', 'soldier', 'four', 'militant', 'killed']"
7886255,Democratic Republic of Congo,Battles,Armed clash,0,"['unidentified', 'armed', 'militiaman', 'ambushed', 'truck', 'main', 'road', 'kibati', 'nyiragongo', 'nord', 'kivu', 'fardc', 'soldier', 'shot', 'injured', 'attack', 'civilian', 'abducted', 'area', 'frequented', 'fdlr', 'militia']"
7886256,Democratic Republic of Congo,Battles,Armed clash,0,"['fardc', 'clashed', 'apcls', 'militiaman', 'second', 'straight', 'day', 'buabo', 'village', 'masisi', 'nord', 'kivu', 'continued', 'operation', 'fardc', 'fatality', 'injury', 'reported', 'displacement', 'civilian', 'reported']"
7575041,Somalia,Battles,Armed clash,0,"['al', 'shabaab', 'militant', 'carried', 'hit', 'run', 'attack', 'government', 'security', 'force', 'sna', 'defensive', 'base', 'bar', 'sanguun', 'village', 'kismaayo', 'lower', 'juba']"
7575059,Somalia,Battles,Armed clash,1,"['al', 'shabaab', 'militant', 'shot', 'killed', 'government', 'soldier', 'nisa', 'bakaro', 'market', 'neighborhood', 'mogadishu', 'hawl', 'wadaag', 'district', 'hawl', 'wadaag', 'banadir']"
8012833,Cameroon,Battles,Armed clash,3,"['ambazonian', 'separatist', 'ambushed', 'killed', 'soldier', 'bekura', 'village', 'ekondo', 'titi', 'subdivision', 'ndian', 'sud', 'ouest']"
8012835,Cameroon,Battles,Armed clash,0,"['mayo', 'moskota', 'vigilance', 'militia', 'backed', 'military', 'force', 'repelled', 'boko', 'haram', 'attack', 'karazawa', 'village', 'mozogo', 'subdivision', 'mayo', 'tsanaga', 'extreme', 'nord', 'fatality', 'casualty', 'reported']"
8012838,Mozambique,Battles,Armed clash,3,"['around', 'member', 'islamist', 'attacked', 'border', 'guard', 'civilian', 'mandimba', 'mandimba', 'niassa', 'one', 'civilian', 'two', 'frontier', 'guard', 'killed', 'mandimba', 'looted', 'civilian', 'beaten']"
7579686,Somalia,Battles,Armed clash,0,"['al', 'shabaab', 'militant', 'attacked', 'amisom', 'undf', 'defensive', 'base', 'arbacow', 'settlement', 'near', 'ceelasha', 'biyaha', 'village', 'afgooye', 'lower', 'shabelle']"
8012849,Mali,Battles,Armed clash,1,"['clash', 'erupted', 'miner', 'village', 'zamana', 'barila', 'yanfolila', 'sikasso', 'one', 'person', 'killed', 'others', 'wounded']"
8012851,Cameroon,Battles,Armed clash,1,"['ambazonian', 'separatist', 'killed', 'one', 'fighter', 'bambui', 'village', 'tubah', 'subdivision', 'mezam', 'nord', 'ouest', 'allegedly', 'betraying', 'selling', 'information', 'position', 'military']"
8012852,Mozambique,Battles,Armed clash,6,"['local', 'militia', 'chai', 'nova', 'zambezia', 'clashed', 'member', 'islamist', 'militia', 'wood', 'litamanda', 'macomia', 'cabo', 'delgado', 'killing', 'member', 'islamist', 'militia', 'two', 'local', 'militiaman', 'injured']"
7781767,Nigeria,Battles,Armed clash,7,"['iswap', 'ambushed', 'nigerian', 'troop', 'road', 'maiduguri', 'maiduguri', 'lga', 'borno', 'tangushe', 'fringe', 'lake', 'chad', 'northern', 'borno', 'killing', 'seven', 'soldier', 'seizing', 'weapon', 'ammunition']"
7574923,Nigeria,Battles,Armed clash,11,"['katsina', 'communal', 'militia', 'clashed', 'local', 'militiaman', 'following', 'attack', 'kabuke', 'community', 'safana', 'lga', 'katsina', 'reported', 'fatality', 'property', 'damage', 'additionally', 'reported']"
7585683,South Sudan,Battles,Armed clash,0,"['sspdf', 'clashed', 'unknown', 'raider', 'earlier', 'attacked', 'misseriya', 'pastoralists', 'area', 'pankuach', 'rubkona', 'county', 'unity', 'state', 'one', 'report', 'say', 'raider', 'fled', 'sspdf', 'without', 'exchanging', 'fire', 'information', 'regarding', 'casualty', 'fatality']"
7574431,Egypt,Battles,Armed clash,0,"['around', 'reported', 'islamic', 'state', 'militant', 'attacked', 'bulldozer', 'belonging', 'egyptian', 'military', 'force', 'heavy', 'weapon', 'near', 'village', 'west', 'rafah', 'rafah', 'north', 'sinai', 'damaging', 'bulldozer', 'injuring', 'driver', 'causing', 'fatality']"
7579560,Somalia,Battles,Armed clash,0,"['al', 'shabaab', 'militant', 'clashed', 'police', 'officer', 'patrol', 'near', 'market', 'area', 'jowhar', 'town', 'jowhar', 'middle', 'shabelle']"
7574957,South Sudan,Battles,Armed clash,0,"['sspdf', 'soldier', 'fired', 'upon', 'one', 'another', 'market', 'doro', 'maban', 'county', 'upper', 'nile', 'state', 'causing', 'two', 'injury', 'among', 'soldier', 'reason', 'clash', 'clear', 'unspecified', 'number', 'displaced', 'fighting']"
7886262,Democratic Republic of Congo,Battles,Armed clash,0,"['fardc', 'clashed', 'apcls', 'militiaman', 'buabo', 'village', 'masisi', 'nord', 'kivu', 'continued', 'operation', 'fardc', 'fatality', 'injury', 'reported', 'displacement', 'civilian', 'reported']"
7574983,Somalia,Battles,Armed clash,1,"['al', 'shabaab', 'militant', 'ambushed', 'government', 'security', 'force', 'sna', 'soldier', 'travelling', 'motorcycle', 'gubadleey', 'qalimow', 'village', 'balcad', 'middle', 'shabelle', 'one', 'soldier', 'killed']"
7784168,Nigeria,Battles,Armed clash,3,"['iswap', 'militant', 'clashed', 'nigerian', 'military', 'troop', 'kafa', 'abdulam', 'damboa', 'lga', 'borno', 'allegedly', 'killing', 'wounding', 'number', 'soldier', 'unknown', 'fatality', 'coded']"
7575035,Somalia,Battles,Armed clash,0,"['al', 'shabaab', 'militant', 'carried', 'hit', 'run', 'attack', 'amisom', 'endf', 'base', 'aawdiinle', 'village', 'baydhaba', 'bay', 'one', 'civilian', 'injured']"
7574783,Egypt,Battles,Armed clash,1,"['around', 'reported', 'islamic', 'state', 'militant', 'killed', 'egyptian', 'soldier', 'al', 'arish', 'al', 'arish', 'north', 'sinai', 'though', 'mean', 'attack', 'reported']"
7575039,Somalia,Battles,Armed clash,0,"['al', 'shabaab', 'militant', 'attacked', 'government', 'security', 'force', 'sna', 'base', 'siinka', 'dheer', 'village', 'afgooye', 'lower', 'shabelle']"
7904256,Ethiopia,Battles,Armed clash,0,"['around', 'month', 'occurrence', 'conflict', 'across', 'tigray', 'ongoing', 'nov', 'detail', 'exact', 'event', 'known', 'active', 'conflict', 'location', 'discerned', 'via', 'field', 'interview', 'acled', 'recorded', 'date', 'ongoing', 'early', 'conflict', 'represent', 'ongoing', 'violence', 'location', 'affected', 'violence', 'repeated', 'jan', 'jan', 'estimate', 'ongoing', 'repeated', 'clash', 'endf', 'edf', 'tigrayan', 'force', 'represented', 'tplf', 'tdf', 'event', 'reportedly', 'occurred', 'around', 'asgeday', 'north', 'western', 'tigray']"
7792642,Ethiopia,Battles,Armed clash,0,"['around', 'month', 'occurrence', 'conflict', 'across', 'tigray', 'ongoing', 'nov', 'detail', 'exact', 'event', 'known', 'active', 'conflict', 'location', 'discerned', 'via', 'field', 'interview', 'acled', 'recorded', 'date', 'ongoing', 'early', 'conflict', 'represent', 'ongoing', 'violence', 'location', 'affected', 'violence', 'repeated', 'jan', 'jan', 'estimate', 'ongoing', 'repeated', 'clash', 'endf', 'edf', 'tigrayan', 'force', 'represented', 'tplf', 'tdf', 'event', 'reportedly', 'occurred', 'around', 'mecarre', 'southern', 'tigray', 'tigray']"
7792392,Ethiopia,Battles,Armed clash,0,"['around', 'month', 'occurrence', 'conflict', 'across', 'tigray', 'ongoing', 'nov', 'detail', 'exact', 'event', 'known', 'active', 'conflict', 'location', 'discerned', 'via', 'field', 'interview', 'acled', 'recorded', 'date', 'ongoing', 'early', 'conflict', 'represent', 'ongoing', 'violence', 'location', 'affected', 'violence', 'repeated', 'jan', 'jan', 'estimate', 'ongoing', 'repeated', 'clash', 'endf', 'edf', 'tigrayan', 'force', 'represented', 'tplf', 'tdf', 'event', 'reportedly', 'occurred', 'around', 'achindow', 'north', 'western', 'tigray']"
7792394,Ethiopia,Battles,Armed clash,0,"['around', 'month', 'occurrence', 'conflict', 'across', 'tigray', 'ongoing', 'nov', 'detail', 'exact', 'event', 'known', 'active', 'conflict', 'location', 'discerned', 'via', 'field', 'interview', 'acled', 'recorded', 'date', 'ongoing', 'early', 'conflict', 'represent', 'ongoing', 'violence', 'location', 'affected', 'violence', 'repeated', 'jan', 'jan', 'estimate', 'ongoing', 'repeated', 'clash', 'endf', 'edf', 'tigrayan', 'force', 'represented', 'tplf', 'tdf', 'event', 'reportedly', 'occurred', 'around', 'adi', 'selam', 'central', 'tigray', 'tigray']"
7792654,Ethiopia,Battles,Armed clash,0,"['around', 'month', 'occurrence', 'conflict', 'across', 'tigray', 'ongoing', 'nov', 'detail', 'exact', 'event', 'known', 'active', 'conflict', 'location', 'discerned', 'via', 'field', 'interview', 'acled', 'recorded', 'date', 'ongoing', 'early', 'conflict', 'represent', 'ongoing', 'violence', 'location', 'affected', 'violence', 'repeated', 'jan', 'jan', 'estimate', 'ongoing', 'repeated', 'clash', 'endf', 'edf', 'tigrayan', 'force', 'represented', 'tplf', 'tdf', 'event', 'reportedly', 'occurred', 'around', 'adi', 'buda', 'central', 'tigray', 'tigray']"
7792400,Ethiopia,Battles,Armed clash,0,"['around', 'month', 'occurrence', 'conflict', 'across', 'tigray', 'ongoing', 'nov', 'detail', 'exact', 'event', 'known', 'active', 'conflict', 'location', 'discerned', 'via', 'field', 'interview', 'acled', 'recorded', 'date', 'ongoing', 'early', 'conflict', 'represent', 'ongoing', 'violence', 'location', 'affected', 'violence', 'repeated', 'jan', 'jan', 'estimate', 'ongoing', 'repeated', 'clash', 'endf', 'edf', 'tigrayan', 'force', 'represented', 'tplf', 'tdf', 'event', 'reportedly', 'occurred', 'around', 'adellet', 'central', 'tigray', 'tigray']"
